Date,Number of Drivers,Inventory Level,Depot,Quantity Delivered(m3),Distance from Depot (km),Number of Stations,Discounts,Number of Pickups per Day,Demand
9/6/2023,11,4260956,1,85,24,12,0,9,24.75
9/6/2023,7,4411015,2,95,18,8,1,8,14.000000000000002
9/6/2023,10,2757585,2,80,41,6,0,8,20.0
9/6/2023,8,2133999,1,128,28,12,2,15,30.0
9/6/2023,8,2913612,2,72,20,8,2,15,30.0
9/6/2023,7,6557651,2,52,30,7,2,13,22.75
9/6/2023,11,7368482,1,100,53,7,1,15,41.25
9/6/2023,10,4788000,1,172,7,10,0,11,27.500000000000004
9/6/2023,15,7882051,1,56,20,15,0,8,30.0
9/6/2023,11,6054754,2,181,28,15,1,15,41.25
9/6/2023,14,8201798,1,127,68,9,0,11,38.5
9/6/2023,8,6177495,2,170,41,7,0,17,34.0
9/6/2023,16,6505914,2,189,38,8,2,16,64.0
9/6/2023,9,4499516,2,117,49,12,2,15,33.75
9/6/2023,10,3983615,2,55,21,17,2,14,35.0
9/7/2023,7,3140455,1,190,14,9,2,12,21.0
9/7/2023,10,9548475,1,81,18,6,0,12,30.0
9/7/2023,13,5000826,1,170,8,12,0,14,45.5
9/7/2023,20,5166760,2,186,38,4,2,16,80.0
9/7/2023,10,8174388,2,124,21,11,2,9,22.5
9/7/2023,18,7800718,2,67,44,8,1,10,45.0
9/7/2023,19,8188102,1,111,61,11,1,11,52.25
9/7/2023,17,4721787,1,145,45,17,0,8,34.0
9/7/2023,15,3602401,2,190,28,11,1,13,48.75
9/7/2023,19,8147741,1,138,14,9,2,15,71.25
9/7/2023,7,3601092,2,55,27,12,1,12,21.0
9/7/2023,19,4722888,1,136,4,16,0,16,76.0
9/7/2023,14,6570527,1,125,43,8,0,17,59.5
9/7/2023,16,6486613,2,174,7,10,0,13,52.0
9/7/2023,10,6838440,1,145,47,9,0,16,40.0
9/7/2023,16,6500977,2,88,6,16,2,17,68.0
9/7/2023,13,4209803,1,76,40,9,0,9,29.25
9/7/2023,17,8138333,1,104,63,4,0,15,63.74999999999999
9/7/2023,16,6653138,2,107,6,4,1,10,40.0
9/7/2023,15,7817263,1,104,61,5,1,13,48.75
9/7/2023,8,4665960,2,77,43,16,2,14,28.000000000000004
9/7/2023,12,2122808,2,68,56,7,0,12,36.0
9/7/2023,9,4858060,2,106,65,11,2,10,22.5
9/7/2023,7,6846597,2,98,36,15,2,13,22.75
9/7/2023,13,7804941,2,169,14,16,0,8,26.0
9/7/2023,19,6901829,2,38,66,8,2,13,61.75000000000001
9/7/2023,16,4754359,2,91,36,4,2,12,48.0
9/7/2023,20,5653874,1,34,24,10,2,14,70.0
9/8/2023,15,9339509,2,187,54,11,0,20,75.0
9/8/2023,13,9824763,2,129,38,9,2,16,52.0
9/8/2023,10,7121093,1,136,62,16,1,8,20.0
9/8/2023,11,3876075,2,167,41,7,2,14,38.5
9/8/2023,16,6677066,1,156,40,6,1,17,68.0
9/8/2023,7,8376805,2,84,32,12,1,10,17.5
9/8/2023,15,8220672,2,144,35,8,0,9,33.75
9/8/2023,17,7683578,1,179,25,12,0,15,63.74999999999999
9/8/2023,7,8180671,2,155,31,7,1,14,24.500000000000004
9/8/2023,11,6219348,2,53,16,4,1,9,24.75
9/8/2023,20,4427981,2,190,22,18,0,15,75.0
9/8/2023,16,5640947,1,74,25,13,1,14,56.00000000000001
9/8/2023,20,4822895,2,173,7,6,0,15,75.0
9/8/2023,19,7493715,1,45,49,8,0,15,71.25
9/8/2023,14,6287724,1,151,48,14,1,13,45.5
9/8/2023,9,7618007,2,120,49,14,1,13,29.25
9/8/2023,16,4639359,1,69,23,13,2,11,44.00000000000001
9/8/2023,17,3650037,2,96,33,8,0,8,34.0
9/8/2023,10,4488069,1,117,13,16,0,16,40.0
9/8/2023,12,6598089,1,115,7,9,2,16,48.0
9/8/2023,15,6985600,2,89,8,12,2,14,52.5
9/8/2023,8,2333301,1,141,47,8,0,13,26.0
9/8/2023,8,6537872,1,191,12,18,0,8,16.0
9/8/2023,19,4828016,2,111,61,14,0,10,47.5
9/8/2023,17,4790181,1,183,54,10,2,11,46.75
9/8/2023,7,7429614,2,162,56,5,0,9,15.75
9/8/2023,20,8087239,1,176,22,18,0,9,45.0
9/8/2023,15,4516554,2,156,46,10,2,16,60.0
9/8/2023,15,8508142,1,160,29,7,2,9,33.75
9/9/2023,18,2860857,1,125,40,15,1,11,49.5
9/9/2023,8,9959630,2,186,50,0,1,9,18.0
9/9/2023,20,8295825,2,75,53,15,2,13,65.0
9/9/2023,19,6346657,2,137,47,12,2,10,47.5
9/9/2023,11,6621270,1,45,56,9,0,13,35.75
9/9/2023,15,7167147,1,91,64,10,1,16,60.0
9/9/2023,10,8452662,2,40,15,16,1,14,35.0
9/9/2023,18,6005516,1,172,54,8,0,8,36.0
9/9/2023,19,6910279,1,70,46,6,0,17,80.74999999999999
9/9/2023,15,5832619,2,155,33,7,0,15,56.25
9/9/2023,12,6167189,2,101,9,12,2,10,30.0
9/9/2023,15,7623761,1,97,70,16,1,15,56.25
9/9/2023,7,6212567,1,178,52,5,2,16,28.000000000000004
9/9/2023,9,8796132,1,43,24,8,0,11,24.75
9/9/2023,20,8147287,1,125,9,10,0,15,75.0
9/9/2023,18,3771339,2,89,7,12,1,12,54.0
9/9/2023,12,4367136,1,126,30,14,2,12,36.0
9/9/2023,12,6134054,1,181,52,7,1,12,36.0
9/9/2023,16,8574271,2,140,48,6,0,13,52.0
9/9/2023,12,7152192,1,181,21,10,1,14,42.0
9/9/2023,9,6079963,2,88,19,11,2,17,38.25
9/9/2023,20,4288558,2,75,61,13,0,15,75.0
9/9/2023,19,7349227,2,48,42,11,1,8,38.0
9/9/2023,9,5044474,2,64,38,8,1,13,29.25
9/9/2023,15,8277481,1,189,66,10,1,17,63.74999999999999
9/9/2023,19,7663768,1,52,37,14,1,13,61.75000000000001
9/9/2023,18,8817577,1,121,20,15,2,17,76.5
9/9/2023,10,4612146,2,106,14,10,2,12,30.0
9/9/2023,8,7970486,2,102,5,7,2,13,26.0
9/9/2023,16,5027202,1,183,7,4,0,12,48.0
9/10/2023,5,3099721,1,85,50,18,0,17,21.25
9/10/2023,17,3869005,2,137,1,6,2,14,59.5
9/10/2023,18,3505098,1,115,10,7,1,9,40.5
9/10/2023,6,392938,1,45,11,15,1,14,21.0
9/10/2023,8,3882502,2,156,4,12,2,17,34.0
9/10/2023,7,8610846,2,60,22,8,0,14,24.500000000000004
9/10/2023,9,7539518,2,107,10,11,1,10,22.5
9/10/2023,17,8291804,1,46,49,6,1,12,50.99999999999999
9/10/2023,9,5219677,2,133,36,5,1,13,29.25
9/10/2023,8,7680203,2,94,36,18,0,12,24.0
9/10/2023,7,6611837,2,120,13,15,0,8,14.000000000000002
9/10/2023,7,4630110,2,98,42,9,1,11,19.25
9/10/2023,13,6774289,2,175,18,8,0,11,35.75
9/10/2023,11,4621176,2,98,49,6,0,10,27.500000000000004
9/10/2023,11,5404974,1,164,53,12,0,14,38.5
9/10/2023,16,3887604,2,142,52,4,1,13,52.0
9/10/2023,19,8596003,2,39,69,11,2,11,52.25
9/10/2023,16,6158621,2,166,58,8,2,14,56.00000000000001
9/10/2023,17,7467852,2,138,26,13,2,11,46.75
9/10/2023,10,4200487,2,172,43,17,0,17,42.5
9/10/2023,17,8541443,2,152,33,8,2,8,34.0
9/10/2023,10,4408790,2,121,31,14,2,14,35.0
9/10/2023,9,6267289,2,173,61,6,2,9,20.25
9/10/2023,17,8622689,1,74,63,9,1,17,72.25
9/10/2023,10,9013218,1,74,36,4,2,9,22.5
9/10/2023,13,6626394,1,140,30,10,0,13,42.24999999999999
9/10/2023,8,7123867,2,157,70,12,2,8,16.0
9/10/2023,8,3661333,1,190,18,7,2,11,22.000000000000004
9/10/2023,10,5382111,1,83,64,8,2,9,22.5
9/10/2023,13,4919084,1,149,17,6,1,8,26.0
9/10/2023,18,5809022,1,87,41,9,1,15,67.5
9/10/2023,13,6275391,1,107,64,17,0,16,52.0
9/10/2023,16,7424522,1,188,6,4,1,13,52.0
9/10/2023,10,5624503,1,104,28,8,0,13,32.5
9/10/2023,17,6115000,2,156,28,10,0,8,34.0
9/10/2023,9,3847235,2,87,17,12,0,13,29.25
9/10/2023,14,8673498,2,59,34,18,2,12,42.0
9/11/2023,11,8902063,1,130,70,7,0,8,22.000000000000004
9/11/2023,9,8947416,2,186,70,6,0,12,27.0
9/11/2023,18,4649346,2,96,48,17,0,13,58.5
9/11/2023,15,5396335,1,192,44,17,0,12,45.0
9/11/2023,14,7074375,2,43,47,7,2,8,28.000000000000004
9/11/2023,14,6164229,2,175,63,17,2,8,28.000000000000004
9/11/2023,18,5209045,1,91,59,5,1,12,54.0
9/11/2023,14,6043873,1,97,23,8,2,12,42.0
9/11/2023,15,5573675,2,139,49,4,1,13,48.75
9/11/2023,11,6418109,2,82,16,12,0,17,46.75
9/11/2023,12,6134045,2,137,55,10,1,8,24.0
9/11/2023,9,5972599,1,118,56,6,2,13,29.25
9/11/2023,15,4871074,1,115,64,6,2,13,48.75
9/11/2023,17,8366130,2,183,21,17,1,11,46.75
9/11/2023,7,4808224,1,165,19,10,1,14,24.500000000000004
9/11/2023,9,6586526,1,107,26,7,2,15,33.75
9/11/2023,9,5135088,2,55,8,14,2,16,36.0
9/11/2023,16,5785794,2,163,70,16,1,17,68.0
9/11/2023,19,4356216,1,71,47,16,0,9,42.75000000000001
9/11/2023,18,4149452,2,84,31,18,1,17,76.5
9/11/2023,8,6329089,2,104,56,8,2,10,20.0
9/11/2023,19,7568856,1,83,38,6,0,8,38.0
9/11/2023,15,5902535,2,127,31,10,0,13,48.75
9/11/2023,10,3785898,1,187,13,16,1,12,30.0
9/11/2023,15,3807744,1,166,25,7,0,11,41.25
9/11/2023,12,5143180,2,78,52,4,2,17,50.99999999999999
9/11/2023,20,5242588,1,122,7,4,1,17,85.0
9/11/2023,9,6637332,2,142,49,12,2,15,33.75
9/11/2023,14,5571972,2,73,4,8,0,13,45.5
9/11/2023,8,5863146,1,84,37,18,2,16,32.0
9/11/2023,10,8313104,2,134,16,9,2,17,42.5
9/11/2023,17,7981183,1,42,34,18,0,17,72.25
9/12/2023,11,7666473,2,172,23,18,1,14,38.5
9/12/2023,8,3636888,2,123,37,16,1,14,28.000000000000004
9/12/2023,16,8568514,2,159,21,10,1,10,40.0
9/12/2023,15,6663868,1,37,58,14,1,17,63.74999999999999
9/12/2023,20,4112102,1,112,70,5,0,12,60.0
9/12/2023,13,8062309,1,102,45,4,2,15,48.75
9/12/2023,8,5621354,2,81,46,13,2,14,28.000000000000004
9/12/2023,11,6039318,1,129,8,14,0,9,24.75
9/12/2023,15,6155458,2,138,68,6,2,11,41.25
9/12/2023,10,6326658,1,55,12,6,2,15,37.5
9/12/2023,17,8831075,2,148,67,4,1,9,38.25
9/12/2023,11,6348287,2,84,36,9,2,9,24.75
9/12/2023,15,6838194,2,189,69,6,0,12,45.0
9/12/2023,13,6812299,2,126,59,18,1,11,35.75
9/12/2023,16,4219507,1,185,34,7,0,14,56.00000000000001
9/12/2023,16,7954345,2,64,10,8,2,12,48.0
9/12/2023,19,5961679,2,141,7,8,2,15,71.25
9/12/2023,16,7524060,1,89,62,15,0,8,32.0
9/12/2023,16,5700683,2,137,19,8,2,16,64.0
9/12/2023,13,3709232,1,96,69,6,2,17,55.25
9/12/2023,9,5050385,2,130,9,7,2,14,31.5
9/12/2023,8,6495791,1,60,17,13,0,10,20.0
9/12/2023,7,2790759,2,117,4,5,1,10,17.5
9/12/2023,18,8198424,1,63,48,14,1,12,54.0
9/12/2023,18,4649223,1,170,45,13,2,17,76.5
9/12/2023,11,4442897,2,126,42,15,2,14,38.5
9/12/2023,16,7267828,1,93,7,18,1,12,48.0
9/12/2023,14,8688516,1,78,44,11,2,12,42.0
9/12/2023,15,2616330,2,111,57,13,1,15,56.25
9/12/2023,7,5290080,2,155,29,11,1,10,17.5
9/12/2023,11,4724763,1,40,41,4,2,8,22.000000000000004
9/12/2023,18,7214638,2,186,43,13,2,16,72.0
9/12/2023,17,4475953,1,112,62,17,2,16,68.0
9/12/2023,20,7813450,1,61,59,14,1,17,85.0
9/12/2023,11,5591906,2,42,44,5,1,15,41.25
9/12/2023,10,4983863,2,185,15,13,1,12,30.0
9/12/2023,7,4083025,2,61,52,8,2,13,22.75
9/12/2023,7,6447021,1,189,36,17,2,17,29.75
9/12/2023,9,4168459,2,84,21,17,2,16,36.0
9/13/2023,5,2970522,2,48,78,20,1,13,16.25
9/13/2023,11,7698463,2,39,33,17,0,11,30.25
9/13/2023,9,7073102,1,92,28,11,0,12,27.0
9/13/2023,19,8965257,2,52,64,11,2,14,66.5
9/13/2023,16,4022681,1,122,47,8,2,16,64.0
9/13/2023,20,8964430,1,90,11,10,1,14,70.0
9/13/2023,9,4874611,1,93,62,8,2,8,18.0
9/13/2023,7,6513945,1,102,38,12,0,14,24.500000000000004
9/13/2023,18,3614013,1,45,11,12,1,9,40.5
9/13/2023,15,3825310,1,74,55,15,2,8,30.0
9/13/2023,9,4055521,2,147,33,14,1,17,38.25
9/13/2023,8,6110283,1,38,35,7,2,12,24.0
9/13/2023,20,8118773,2,107,9,14,0,14,70.0
9/13/2023,14,5432369,1,76,65,10,2,13,45.5
9/13/2023,9,5364662,1,91,48,12,2,14,31.5
9/13/2023,7,6720142,2,145,57,16,1,10,17.5
9/13/2023,7,5136638,1,53,25,15,1,17,29.75
9/13/2023,13,6445185,2,58,54,4,2,10,32.5
9/13/2023,10,5208036,2,165,61,10,2,14,35.0
9/13/2023,7,3650087,1,114,28,13,1,10,17.5
9/13/2023,15,6348235,1,65,9,5,0,16,60.0
9/13/2023,19,3860166,2,55,56,9,0,10,47.5
9/13/2023,16,7137823,2,61,67,11,0,11,44.00000000000001
9/13/2023,12,3507554,1,103,42,4,2,10,30.0
9/13/2023,15,8653515,2,65,57,11,2,8,30.0
9/13/2023,9,4900727,2,152,35,16,0,10,22.5
9/13/2023,19,5263247,2,62,14,11,1,8,38.0
9/13/2023,13,8147003,2,142,25,18,2,9,29.25
9/13/2023,8,3261912,2,56,55,17,2,9,18.0
9/13/2023,10,7502449,1,35,46,5,1,11,27.500000000000004
9/13/2023,15,8184520,1,50,33,11,0,8,30.0
9/13/2023,17,7270746,1,111,36,4,1,12,50.99999999999999
9/13/2023,14,5657297,2,126,70,6,0,8,28.000000000000004
9/14/2023,20,7708847,2,92,58,8,0,7,35.0
9/14/2023,20,8966555,1,113,22,18,1,16,80.0
9/14/2023,8,8499949,1,114,60,11,1,15,30.0
9/14/2023,9,8581923,2,63,42,14,2,14,31.5
9/14/2023,17,7874998,2,63,7,12,2,13,55.25
9/14/2023,17,8351338,2,50,25,13,2,8,34.0
9/14/2023,20,5310811,2,121,60,7,0,17,85.0
9/14/2023,7,5985800,1,63,32,10,2,13,22.75
9/14/2023,12,4066492,1,103,17,9,0,13,39.0
9/14/2023,15,7743549,2,168,61,12,1,10,37.5
9/14/2023,12,8919240,2,92,24,4,0,8,24.0
9/14/2023,18,4209812,2,94,52,8,2,9,40.5
9/14/2023,12,7909068,1,74,24,14,0,11,33.0
9/14/2023,19,6224849,2,149,63,17,1,11,52.25
9/14/2023,7,5599071,1,49,16,11,2,13,22.75
9/14/2023,18,8584273,2,73,39,11,1,11,49.5
9/14/2023,12,3676472,1,133,69,10,1,9,27.0
9/14/2023,12,3905311,1,79,69,5,2,12,36.0
9/14/2023,18,5732298,1,143,9,16,0,11,49.5
9/14/2023,12,4287005,1,77,53,9,0,16,48.0
9/14/2023,11,7473451,2,178,68,13,2,14,38.5
9/14/2023,9,5633443,2,108,48,7,1,17,38.25
9/14/2023,12,2317678,2,86,55,6,1,17,50.99999999999999
9/14/2023,12,2995112,1,186,17,9,2,9,27.0
9/14/2023,11,5711278,1,111,47,7,1,9,24.75
9/14/2023,14,2276841,1,140,60,18,0,8,28.000000000000004
9/14/2023,19,2038638,1,139,68,10,1,9,42.75000000000001
9/14/2023,12,1693443,1,119,48,6,2,17,50.99999999999999
9/14/2023,18,6638563,1,129,60,14,1,10,45.0
9/14/2023,14,6444422,1,42,59,12,0,8,28.000000000000004
9/14/2023,8,4645001,2,54,60,8,1,17,34.0
9/14/2023,9,8503619,1,137,49,7,1,15,33.75
9/14/2023,17,3862842,2,63,46,9,0,10,42.5
9/14/2023,19,5646991,1,124,12,6,2,11,52.25
9/15/2023,12,8864264,2,79,13,10,2,18,54.0
9/15/2023,5,1205532,1,60,41,9,0,17,21.25
9/15/2023,17,7325707,1,161,15,19,1,15,63.74999999999999
9/15/2023,7,2540024,1,95,31,0,0,11,19.25
9/15/2023,9,7650440,2,165,50,16,2,12,27.0
9/15/2023,7,6425690,2,130,62,8,0,8,14.000000000000002
9/15/2023,11,6132264,2,69,51,16,2,12,33.0
9/15/2023,15,6242661,1,81,17,8,1,9,33.75
9/15/2023,20,7840071,2,43,22,8,2,16,80.0
9/15/2023,19,5857768,2,163,32,17,1,9,42.75000000000001
9/15/2023,18,4571715,1,91,11,13,2,15,67.5
9/15/2023,17,3959937,1,154,30,17,0,9,38.25
9/15/2023,20,6956321,2,173,33,17,2,9,45.0
9/15/2023,11,5869318,2,53,63,17,0,16,44.00000000000001
9/15/2023,15,7100997,1,77,27,15,1,17,63.74999999999999
9/15/2023,14,7641108,1,107,67,5,0,10,35.0
9/15/2023,18,3633326,1,138,18,12,1,11,49.5
9/15/2023,7,8825889,2,180,12,7,2,14,24.500000000000004
9/15/2023,18,6436805,2,178,7,18,2,16,72.0
9/15/2023,9,9078791,2,49,34,8,2,9,20.25
9/15/2023,9,8094442,2,185,30,18,2,9,20.25
9/15/2023,15,6025897,1,144,33,17,2,15,56.25
9/15/2023,8,2097951,1,66,38,10,2,9,18.0
9/15/2023,7,8547352,1,73,31,15,1,13,22.75
9/15/2023,15,3209899,1,47,19,6,2,12,45.0
9/15/2023,19,6105414,2,42,7,4,1,15,71.25
9/15/2023,19,7409260,2,37,18,11,2,12,56.99999999999999
9/15/2023,7,3746252,2,36,27,15,1,11,19.25
9/15/2023,11,7768030,1,124,50,11,0,12,33.0
9/15/2023,18,4637579,1,47,39,16,2,15,67.5
9/15/2023,14,4223174,1,157,40,13,1,9,31.5
9/15/2023,7,4915546,1,97,25,5,2,11,19.25
9/16/2023,12,4690347,1,83,29,2,1,18,54.0
9/16/2023,5,720734,2,124,20,15,1,10,12.5
9/16/2023,8,8089903,1,180,56,9,1,17,34.0
9/16/2023,11,3880006,1,79,31,7,0,9,24.75
9/16/2023,18,6821548,1,165,34,4,0,17,76.5
9/16/2023,18,7088460,1,36,59,17,2,17,76.5
9/16/2023,18,7642289,1,40,30,4,2,9,40.5
9/16/2023,20,6433173,2,140,60,4,1,14,70.0
9/16/2023,13,4413134,1,114,14,11,1,11,35.75
9/16/2023,16,9006728,1,134,49,17,2,17,68.0
9/16/2023,9,4788668,2,103,34,8,2,14,31.5
9/16/2023,8,7623941,1,82,20,14,1,13,26.0
9/16/2023,18,5332059,1,191,47,8,0,16,72.0
9/16/2023,16,7346185,1,192,10,11,2,12,48.0
9/16/2023,7,6564832,1,97,66,11,2,12,21.0
9/16/2023,10,8064890,2,187,35,4,0,15,37.5
9/16/2023,12,6900484,2,124,55,12,2,16,48.0
9/16/2023,10,6066578,1,140,65,8,0,11,27.500000000000004
9/16/2023,15,7274418,1,142,12,11,0,12,45.0
9/16/2023,20,5128040,1,99,32,17,2,10,50.0
9/16/2023,12,8736569,2,86,41,16,2,9,27.0
9/16/2023,16,7326716,1,121,52,16,2,17,68.0
9/16/2023,10,5888953,1,40,64,9,0,13,32.5
9/16/2023,13,5301824,2,173,36,18,1,11,35.75
9/16/2023,7,6407686,1,162,63,16,0,13,22.75
9/16/2023,13,7495994,2,51,13,11,0,16,52.0
9/16/2023,11,7170097,1,121,46,8,2,15,41.25
9/16/2023,9,7977745,1,139,61,18,1,9,20.25
9/16/2023,13,6156656,2,140,22,11,2,14,45.5
9/16/2023,15,6014075,2,41,41,12,2,13,48.75
9/16/2023,8,3373608,2,189,34,8,2,15,30.0
9/16/2023,11,3361822,2,93,32,12,1,11,30.25
9/16/2023,8,4170794,1,84,41,16,0,11,22.000000000000004
9/16/2023,11,3188194,2,68,47,6,2,14,38.5
9/16/2023,10,8595833,2,44,9,9,1,13,32.5
9/16/2023,9,4402604,2,88,4,15,2,10,22.5
9/16/2023,20,1488154,1,102,24,8,1,16,80.0
9/16/2023,20,5744631,2,87,51,17,0,10,50.0
9/16/2023,20,4935445,2,173,67,13,2,9,45.0
9/16/2023,8,5821524,1,114,39,10,1,14,28.000000000000004
9/16/2023,12,6369521,2,144,39,15,1,11,33.0
9/16/2023,15,2065544,2,57,40,17,2,11,41.25
9/16/2023,15,2163677,2,186,69,15,1,15,56.25
9/16/2023,13,5299994,2,77,30,13,2,10,32.5
9/16/2023,10,4705531,1,117,68,14,1,16,40.0
9/16/2023,11,6625103,2,73,28,8,0,16,44.00000000000001
9/16/2023,11,5055312,1,102,55,14,0,11,30.25
9/16/2023,10,7229107,1,66,4,16,0,11,27.500000000000004
9/16/2023,10,4403400,1,134,20,18,0,8,20.0
9/16/2023,18,8177235,1,142,28,5,1,11,49.5
9/16/2023,15,7003353,2,99,36,5,0,11,41.25
9/16/2023,15,3985433,2,96,69,14,0,14,52.5
9/17/2023,14,2386035,1,56,50,16,1,16,56.00000000000001
9/17/2023,8,4281391,1,138,12,6,2,20,40.0
9/17/2023,5,8280351,1,96,7,18,1,5,6.25
9/17/2023,18,4115830,1,69,15,7,1,15,67.5
9/17/2023,10,8998726,2,187,13,17,1,12,30.0
9/17/2023,19,8766425,2,39,49,14,2,12,56.99999999999999
9/17/2023,11,4829635,2,145,16,16,0,8,22.000000000000004
9/17/2023,8,5013920,2,147,70,14,1,16,32.0
9/17/2023,10,4774859,2,38,66,11,0,17,42.5
9/17/2023,10,5242792,2,111,26,4,0,17,42.5
9/17/2023,19,4355772,1,191,37,10,2,14,66.5
9/17/2023,10,4336304,1,106,30,15,1,11,27.500000000000004
9/17/2023,7,5898292,1,187,38,17,0,14,24.500000000000004
9/17/2023,10,8544237,2,173,40,16,2,15,37.5
9/17/2023,11,8921800,2,82,19,18,2,14,38.5
9/17/2023,9,4622507,1,35,22,15,1,15,33.75
9/17/2023,16,7011873,1,37,56,11,0,8,32.0
9/17/2023,13,7210931,2,88,44,16,2,13,42.24999999999999
9/17/2023,11,8398814,2,74,6,5,2,13,35.75
9/17/2023,16,5182144,2,172,67,15,1,17,68.0
9/17/2023,18,6037665,2,38,33,14,0,13,58.5
9/17/2023,15,9099156,1,52,60,18,0,9,33.75
9/17/2023,10,4198216,1,119,14,17,0,13,32.5
9/17/2023,10,1359445,1,51,47,12,0,8,20.0
9/17/2023,17,5868884,1,112,67,4,1,10,42.5
9/17/2023,13,6235764,1,71,68,9,1,15,48.75
9/17/2023,15,1253275,2,177,58,14,2,12,45.0
9/17/2023,12,6215933,1,185,4,18,2,15,45.0
9/17/2023,16,6747261,2,134,26,5,0,13,52.0
9/17/2023,13,8575536,2,60,38,15,2,16,52.0
9/17/2023,12,6521188,1,101,65,14,1,8,24.0
9/17/2023,15,7600508,2,155,46,18,2,16,60.0
9/17/2023,17,6525336,1,162,16,4,2,10,42.5
9/18/2023,11,8583981,2,78,34,5,2,16,44.00000000000001
9/18/2023,7,8778320,1,132,1,10,1,18,31.5
9/18/2023,14,5826287,2,140,47,4,0,14,49.00000000000001
9/18/2023,13,6676683,1,64,25,14,0,8,26.0
9/18/2023,9,4332856,1,56,58,10,2,10,22.5
9/18/2023,7,6400143,1,76,9,13,1,16,28.000000000000004
9/18/2023,13,5488331,2,115,14,14,2,10,32.5
9/18/2023,18,5334648,2,186,44,8,1,10,45.0
9/18/2023,11,4802304,1,150,56,9,2,13,35.75
9/18/2023,19,4553453,2,77,42,18,1,10,47.5
9/18/2023,16,4798187,2,88,56,13,2,10,40.0
9/18/2023,16,6466911,2,101,66,15,0,9,36.0
9/18/2023,9,4663655,1,41,43,10,2,11,24.75
9/18/2023,9,7342646,1,78,16,11,0,8,18.0
9/18/2023,14,4112081,1,186,7,11,1,9,31.5
9/18/2023,18,5799085,2,158,15,13,1,16,72.0
9/18/2023,11,5186895,1,122,21,6,2,13,35.75
9/18/2023,10,6756633,1,152,27,9,2,15,37.5
9/18/2023,14,7364745,2,63,69,17,0,16,56.00000000000001
9/18/2023,10,2816737,2,85,59,14,0,15,37.5
9/18/2023,13,8740535,2,119,16,8,0,14,45.5
9/18/2023,12,3470759,1,112,45,11,2,15,45.0
9/18/2023,14,7431176,1,47,28,16,2,16,56.00000000000001
9/18/2023,17,5524859,1,159,34,9,0,16,68.0
9/18/2023,14,3756739,2,99,25,5,1,13,45.5
9/18/2023,11,4681016,2,77,8,18,1,14,38.5
9/18/2023,20,7634274,1,98,63,12,0,11,55.00000000000001
9/18/2023,12,7020665,1,54,67,8,0,12,36.0
9/19/2023,15,9997391,2,115,41,15,0,6,22.5
9/19/2023,11,9175032,1,38,58,18,2,8,22.000000000000004
9/19/2023,13,1977854,1,145,45,9,0,18,58.5
9/19/2023,20,4320517,2,168,42,13,1,14,70.0
9/19/2023,7,8512738,1,123,28,14,0,8,14.000000000000002
9/19/2023,11,8229559,1,164,65,17,0,10,27.500000000000004
9/19/2023,10,6189555,2,192,60,7,1,14,35.0
9/19/2023,10,4115818,2,64,55,17,1,11,27.500000000000004
9/19/2023,11,5252161,1,157,14,15,1,11,30.25
9/19/2023,17,8901387,1,38,20,16,0,14,59.5
9/19/2023,20,7801479,1,112,42,6,0,17,85.0
9/19/2023,13,8578175,1,186,63,10,2,10,32.5
9/19/2023,16,7619559,2,52,16,17,1,14,56.00000000000001
9/19/2023,7,8192559,2,191,29,18,2,11,19.25
9/19/2023,10,7613420,2,79,46,7,2,15,37.5
9/19/2023,7,4595726,2,69,37,11,0,16,28.000000000000004
9/19/2023,16,5104637,1,152,14,12,0,17,68.0
9/19/2023,7,7508681,1,37,12,10,1,8,14.000000000000002
9/19/2023,14,4823163,1,181,7,6,0,15,52.5
9/19/2023,11,6112020,2,167,36,13,1,16,44.00000000000001
9/19/2023,13,7472182,2,84,9,8,1,13,42.24999999999999
9/19/2023,16,4164534,2,67,61,18,1,12,48.0
9/19/2023,14,9051203,1,110,59,4,1,9,31.5
9/19/2023,17,5121880,2,88,60,13,0,14,59.5
9/19/2023,16,2200484,2,100,11,10,1,9,36.0
9/19/2023,11,8869069,1,189,69,13,1,14,38.5
9/19/2023,14,7155507,2,125,30,5,2,10,35.0
9/19/2023,9,9022432,1,182,35,4,1,14,31.5
9/19/2023,15,8766690,2,49,60,12,1,12,45.0
9/19/2023,9,4732856,2,119,61,13,2,13,29.25
9/19/2023,13,8625285,1,173,10,6,2,17,55.25
9/19/2023,16,8016849,1,129,49,8,0,16,64.0
9/20/2023,7,5136060,1,139,25,3,1,13,22.75
9/20/2023,19,3547694,2,69,71,3,2,17,80.74999999999999
9/20/2023,12,7598760,1,185,67,15,2,12,36.0
9/20/2023,18,4720149,2,176,64,16,1,15,67.5
9/20/2023,18,8255221,1,188,45,18,0,17,76.5
9/20/2023,17,3857694,1,67,31,6,2,12,50.99999999999999
9/20/2023,8,7115010,1,140,60,14,1,12,24.0
9/20/2023,11,7437991,1,102,22,11,0,9,24.75
9/20/2023,10,6518621,2,173,33,4,2,11,27.500000000000004
9/20/2023,9,6466424,2,82,32,15,0,15,33.75
9/20/2023,17,5662397,2,111,41,7,0,14,59.5
9/20/2023,10,6403022,2,52,59,6,1,13,32.5
9/20/2023,7,8959304,1,182,35,18,0,14,24.500000000000004
9/20/2023,9,7419241,1,106,50,10,2,12,27.0
9/20/2023,8,3696607,2,173,20,14,2,9,18.0
